0.5	6683.29166666667	82.9759415978992
1	6669.91666666667	87.0207155080687
1.5	6130.45833333333	89.8568325856128
2	5539.91666666667	91.9811307051457
2.5	5002.375	92.8554521824109
3	4542.04166666667	92.0579492194604
3.5	4127.91666666667	90.0335959839276
4	3787.83333333333	89.2498918117316
4.5	3559.45833333333	85.6989671525538
5	3534.5	83.3107957929354
5.5	3686.66666666667	82.2244577317197
6	3820.375	79.9454338364884
6.5	3931.66666666667	79.0104377621231
7	4009.45833333333	77.0086833989556
7.5	4079.125	76.7249250924025
8	4142.5	79.8894671187744
8.5	4185.875	79.6434732171253
9	4234.41666666667	79.0741185969471
9.5	4270.70833333333	77.6917315093925
10	4297.16666666667	77.2145889947178
10.5	4328.58333333333	76.1498503619339
11	4354.04166666667	75.7387151397124
11.5	4375.08333333333	75.3445400154844
12	4390	77.7959873783598
12.5	4397.08333333333	77.5133518185411
13	4417.375	76.8751627781946
13.5	4429.41666666667	74.6229925324143
14	4445.5	76.0856268206792
14.5	4445.625	74.6858653177485
15	4458.83333333333	75.6389746939607
15.5	4459.79166666667	74.1536824654609
16	4461.70833333333	74.0523546680594
16.5	4466.20833333333	72.7941703152392
17	4472.16666666667	73.730806885982
17.5	4476.16666666667	74.4908437131803
18	4479.79166666667	72.5702772829726
18.5	4475.25	73.9753719299465
19	4483.20833333333	74.5225960285911
19.5	4490.95833333333	75.1977677551822
20	4484.5	73.9737673832391
20.5	4484.625	74.0612628313474
21	4479.58333333333	75.6571883229052
21.5	4480	75.0779305267128
22	4478.54166666667	75.97363339353
22.5	4477.5	76.6991185256304
23	4478.66666666667	77.5063905733595

