0.5	27541.9	48.3224010624932
1	8374.7	24.5669380355885
1.5	2838.1	12.557821821036
2	1193.2	12.7739317883467
2.5	661.5	7.60591874792257
3	467.2	5.25737577123797
3.5	2322.7	32.6843659534307
4	8399.2	122.172992105457
4.5	28446.6	406.787009516173
5	93749.4	1188.25223846716
5.5	96236.2	131.395061635597
6	96111.3	129.369930389132
6.5	95999.6	124.866257340493
7	95918.2	120.405407778149
7.5	95850.7	119.88059336968
8	95794.1	123.642535830784
8.5	95749.2	121.016233989035
9	95701.1	123.640379056898
9.5	95672.6	123.45734306049
10	95636.2	122.063353313852
10.5	95606.3	116.097186299525
11	95585	116.655809018573
11.5	95554.3	112.622382815811
12	95539.2	116.129219215302
12.5	95521.7	108.946373148546
13	95498.6	102.816578862015
13.5	95483	102.561959592997
14	95471.1	106.309762277768
14.5	95478.1	105.01211041272
15	95454.1	107.834693448403
15.5	95453.3	103.725712016517
16	95458	101.716053578359
16.5	95450.3	103.982375643397
17	95459	108.623611102232
17.5	95447.6	107.971621786056
18	95451.5	101.659043430042
18.5	95462.5	101.778435829993
19	95443	103.751947772881
19.5	95436.1	105.213692602774
20	95447.6	102.716027095202
20.5	95454.7	96.8446694454579
21	95448.5	100.716240552907
21.5	95442.6	101.27610225956
22	95450.7	106.738210382016
22.5	95457.8	110.876988896104
23	95457.7	112.504523365853

