0.5	6556.625	52.1036362746736
1	6523.625	56.0791618277623
1.5	5997.375	57.2611352375732
2	5404.45833333333	56.8138984577807
2.5	4866.95833333333	55.9878085849493
3	4409.16666666667	57.6988182131004
3.5	3996.95833333333	58.0066706558798
4	3655.54166666667	56.765573742532
4.5	3385.08333333333	54.5285857754139
5	3349.70833333333	52.6981388720675
5.5	3513.625	51.0635345938507
6	3654.41666666667	50.440905300522
6.5	3768.41666666667	50.3931988739912
7	3848.83333333333	49.66495279603
7.5	3916.75	50.7240874090236
8	3982.25	51.2149180033216
8.5	4026.125	50.7647023038646
9	4068.33333333333	50.9296417206827
9.5	4103.54166666667	49.4131818063954
10	4147.70833333333	48.4660160333499
10.5	4177.16666666667	48.8667635485526
11	4212.25	49.3619550736764
11.5	4237.33333333333	52.0666685223329
12	4247.16666666667	50.4176872576063
12.5	4259.79166666667	52.3780896497984
13	4281.125	51.0902121996836
13.5	4301.41666666667	52.2101411660581
14	4308.25	54.4288366665095
14.5	4310.54166666667	55.3718176368249
15	4318.41666666667	54.7862539619968
15.5	4327.54166666667	55.1286236444149
16	4326.08333333333	54.1324275286535
16.5	4329.95833333333	56.0753678905272
17	4337.25	55.964686070383
17.5	4347.58333333333	55.5000639769836
18	4351.16666666667	56.0493157594404
18.5	4356.5	56.4751580631774
19	4358.75	56.3417290716447
19.5	4352.54166666667	55.426723398255
20	4349.20833333333	57.0145665343643
20.5	4349.70833333333	56.7458247203123
21	4355.58333333333	58.8759910221525
21.5	4359.29166666667	60.1402846732513
22	4360.20833333333	63.0618186465828
22.5	4360.20833333333	61.8507876064342
23	4357.125	61.7207825614679

